          Bruto        AliqINSS        Val.INSS       Base I.R.          AliqIR          Val.IR         Liquido 
        8065.66             0.0          642.34         7423.32            27.5         1172.05         6251.27
        8075.07             0.0          642.34         7432.73            27.5         1174.64         6258.09
        8076.06             0.0          642.34         7433.72            27.5         1174.91         6258.81
        8077.17             0.0          642.34         7434.83            27.5         1175.22         6259.61
        8078.63             0.0          642.34         7436.29            27.5         1175.62         6260.67
        8078.81             0.0          642.34         7436.47            27.5         1175.67         6260.80
        8086.67             0.0          642.34         7444.33            27.5         1177.83         6266.50
        8093.59             0.0          642.34         7451.25            27.5         1179.73         6271.52
        8101.85             0.0          642.34         7459.51            27.5         1182.01         6277.50
        8111.60             0.0          642.34         7469.26            27.5         1184.69         6284.57
        8112.21             0.0          642.34         7469.87            27.5         1184.85         6285.02
        8120.16             0.0          642.34         7477.82            27.5         1187.04         6290.78
        8123.30             0.0          642.34         7480.96            27.5         1187.90         6293.06
        8129.47             0.0          642.34         7487.13            27.5         1189.60         6297.53
        8139.11             0.0          642.34         7496.77            27.5         1192.25         6304.52
        8147.26             0.0          642.34         7504.92            27.5         1194.49         6310.43
        8150.81             0.0          642.34         7508.47            27.5         1195.47         6313.00
        8159.20             0.0          642.34         7516.86            27.5         1197.78         6319.08
        8160.00             0.0          642.34         7517.66            27.5         1198.00         6319.66
        8160.03             0.0          642.34         7517.69            27.5         1198.00         6319.69
        8160.22             0.0          642.34         7517.88            27.5         1198.06         6319.82
        8179.50             0.0          642.34         7537.16            27.5         1203.36         6333.80
        8187.77             0.0          642.34         7545.43            27.5         1205.63         6339.80
        8207.36             0.0          642.34         7565.02            27.5         1211.02         6354.00
        8209.01             0.0          642.34         7566.67            27.5         1211.47         6355.20
        8210.38             0.0          642.34         7568.04            27.5         1211.85         6356.19
        8214.01             0.0          642.34         7571.67            27.5         1212.85         6358.82
        8214.63             0.0          642.34         7572.29            27.5         1213.02         6359.27
        8221.31             0.0          642.34         7578.97            27.5         1214.86         6364.11
        8254.94             0.0          642.34         7612.60            27.5         1224.11         6388.50
        8282.30             0.0          642.34         7639.96            27.5         1231.63         6408.33
        8288.12             0.0          642.34         7645.78            27.5         1233.23         6412.55
        8293.55             0.0          642.34         7651.21            27.5         1234.72         6416.49
        8310.29             0.0          642.34         7667.95            27.5         1239.33         6428.62
        8314.52             0.0          642.34         7672.18            27.5         1240.49         6431.69
        8333.53             0.0          642.34         7691.19            27.5         1245.72         6445.47
        8340.19             0.0          642.34         7697.85            27.5         1247.55         6450.30
        8363.44             0.0          642.34         7721.10            27.5         1253.94         6467.16
        8374.42             0.0          642.34         7732.08            27.5         1256.96         6475.12
        8386.63             0.0          642.34         7744.29            27.5         1260.32         6483.97
        8389.50             0.0          642.34         7747.16            27.5         1261.11         6486.05
        8403.55             0.0          642.34         7761.21            27.5         1264.97         6496.24
        8403.90             0.0          642.34         7761.56            27.5         1265.07         6496.49
        8405.20             0.0          642.34         7762.86            27.5         1265.43         6497.43
        8409.18             0.0          642.34         7766.84            27.5         1266.52         6500.32
        8410.09             0.0          642.34         7767.75            27.5         1266.77         6500.98
        8411.31             0.0          642.34         7768.97            27.5         1267.11         6501.86
        8421.52             0.0          642.34         7779.18            27.5         1269.91         6509.27
        8431.14             0.0          642.34         7788.80            27.5         1272.56         6516.24
        8433.54             0.0          642.34         7791.20            27.5         1273.22         6517.98
        8439.10             0.0          642.34         7796.76            27.5         1274.75         6522.01
        8443.88             0.0          642.34         7801.54            27.5         1276.06         6525.48
        8450.62             0.0          642.34         7808.28            27.5         1277.92         6530.36
        8468.82             0.0          642.34         7826.48            27.5         1282.92         6543.56
        8470.62             0.0          642.34         7828.28            27.5         1283.42         6544.86
        8475.99             0.0          642.34         7833.65            27.5         1284.89         6548.76
        8477.39             0.0          642.34         7835.05            27.5         1285.28         6549.77
        8480.45             0.0          642.34         7838.11            27.5         1286.12         6551.99
        8483.04             0.0          642.34         7840.70            27.5         1286.83         6553.87
        8485.72             0.0          642.34         7843.38            27.5         1287.57         6555.81
        8487.78             0.0          642.34         7845.44            27.5         1288.14         6557.30
        8492.27             0.0          642.34         7849.93            27.5         1289.37         6560.56
        8503.52             0.0          642.34         7861.18            27.5         1292.46         6568.72
        8515.54             0.0          642.34         7873.20            27.5         1295.77         6577.43
        8518.29             0.0          642.34         7875.95            27.5         1296.53         6579.42
        8525.30             0.0          642.34         7882.96            27.5         1298.45         6584.51
        8529.20             0.0          642.34         7886.86            27.5         1299.53         6587.33
        8533.96             0.0          642.34         7891.62            27.5         1300.84         6590.78
        8559.96             0.0          642.34         7917.62            27.5         1307.99         6609.63
        8574.15             0.0          642.34         7931.81            27.5         1311.89         6619.92
        8587.56             0.0          642.34         7945.22            27.5         1315.58         6629.64
        8588.19             0.0          642.34         7945.85            27.5         1315.75         6630.10
        8589.43             0.0          642.34         7947.09            27.5         1316.09         6631.00
        8596.84             0.0          642.34         7954.50            27.5         1318.13         6636.37
        8615.50             0.0          642.34         7973.16            27.5         1323.26         6649.90
        8617.06             0.0          642.34         7974.72            27.5         1323.69         6651.03
        8629.39             0.0          642.34         7987.05            27.5         1327.08         6659.97
        8641.54             0.0          642.34         7999.20            27.5         1330.42         6668.78
        8644.34             0.0          642.34         8002.00            27.5         1331.19         6670.81
        8649.96             0.0          642.34         8007.62            27.5         1332.74         6674.88
        8668.26             0.0          642.34         8025.92            27.5         1337.77         6688.15
        8670.02             0.0          642.34         8027.68            27.5         1338.25         6689.43
        8686.45             0.0          642.34         8044.11            27.5         1342.77         6701.34
        8694.80             0.0          642.34         8052.46            27.5         1345.07         6707.39
        8695.21             0.0          642.34         8052.87            27.5         1345.18         6707.69
        8697.09             0.0          642.34         8054.75            27.5         1345.70         6709.05
        8708.34             0.0          642.34         8066.00            27.5         1348.79         6717.21
        8721.20             0.0          642.34         8078.86            27.5         1352.33         6726.53
        8729.53             0.0          642.34         8087.19            27.5         1354.62         6732.57
        8744.98             0.0          642.34         8102.64            27.5         1358.87         6743.77
        8745.88             0.0          642.34         8103.54            27.5         1359.11         6744.43
        8760.58             0.0          642.34         8118.24            27.5         1363.16         6755.08
        8764.08             0.0          642.34         8121.74            27.5         1364.12         6757.62
        8764.70             0.0          642.34         8122.36            27.5         1364.29         6758.07
        8782.12             0.0          642.34         8139.78            27.5         1369.08         6770.70
        8785.42             0.0          642.34         8143.08            27.5         1369.99         6773.09
        8794.20             0.0          642.34         8151.86            27.5         1372.40         6779.46
        8794.44             0.0          642.34         8152.10            27.5         1372.47         6779.63
        8805.94             0.0          642.34         8163.60            27.5         1375.63         6787.97
        8808.00             0.0          642.34         8165.66            27.5         1376.20         6789.46
        8821.37             0.0          642.34         8179.03            27.5         1379.87         6799.16
        8829.38             0.0          642.34         8187.04            27.5         1382.08         6804.96
        8837.24             0.0          642.34         8194.90            27.5         1384.24         6810.66
        8839.40             0.0          642.34         8197.06            27.5         1384.83         6812.23
        8846.96             0.0          642.34         8204.62            27.5         1386.91         6817.71
        8852.13             0.0          642.34         8209.79            27.5         1388.33         6821.46
        8855.04             0.0          642.34         8212.70            27.5         1389.13         6823.57
        8855.55             0.0          642.34         8213.21            27.5         1389.27         6823.94
        8860.53             0.0          642.34         8218.19            27.5         1390.64         6827.55
        8869.79             0.0          642.34         8227.45            27.5         1393.19         6834.26
        8874.56             0.0          642.34         8232.22            27.5         1394.50         6837.72
        8878.17             0.0          642.34         8235.83            27.5         1395.49         6840.34
        8883.96             0.0          642.34         8241.62            27.5         1397.09         6844.53
        8884.71             0.0          642.34         8242.37            27.5         1397.29         6845.08
        8887.25             0.0          642.34         8244.91            27.5         1397.99         6846.92
        8890.01             0.0          642.34         8247.67            27.5         1398.75         6848.92
        8894.95             0.0          642.34         8252.61            27.5         1400.11         6852.50
        8901.31             0.0          642.34         8258.97            27.5         1401.86         6857.11
        8905.87             0.0          642.34         8263.53            27.5         1403.11         6860.42
        8908.05             0.0          642.34         8265.71            27.5         1403.71         6862.00
        8909.44             0.0          642.34         8267.10            27.5         1404.09         6863.01
        8915.66             0.0          642.34         8273.32            27.5         1405.80         6867.52
        8919.81             0.0          642.34         8277.47            27.5         1406.94         6870.53
        8931.99             0.0          642.34         8289.65            27.5         1410.29         6879.36
        8939.30             0.0          642.34         8296.96            27.5         1412.30         6884.66
        8953.36             0.0          642.34         8311.02            27.5         1416.17         6894.85
        8956.72             0.0          642.34         8314.38            27.5         1417.09         6897.29
        8975.21             0.0          642.34         8332.87            27.5         1422.18         6910.69
        8979.12             0.0          642.34         8336.78            27.5         1423.25         6913.53
        8979.36             0.0          642.34         8337.02            27.5         1423.32         6913.70
        8983.27             0.0          642.34         8340.93            27.5         1424.40         6916.53
        8986.12             0.0          642.34         8343.78            27.5         1425.18         6918.60
        8999.73             0.0          642.34         8357.39            27.5         1428.92         6928.47
